AUPRC,AUROC,absolute_difference,checkpoint,cliffs_delta,direction,effect_size,exact_permutation_result,false_count,false_max,false_mean,false_median,false_min,false_std,feature,rank_biserial,relative_difference,sample_warning,top_2_recall,top_5_recall,true_count,true_max,true_mean,true_median,true_min,true_rank_positions,true_std
0.5,0.8333333333333333,25.63807202073474,T-60,0.6666666666666666,TRUE_HIGH,0.6666666666666666,0.16363636363636364,9,58.24592579431442,15.218008733098701,10.071197739666331,-5.412152876655341,18.725452728883766,distance_to_upper_boundary,0.6666666666666666,2.545682517954826,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,1.0,2,45.110295406359,35.70926976040107,35.70926976040107,26.30824411444314,2|4,9.40102564595793
1.0,0.9444444444444444,-2.0,T-60,-0.8888888888888888,TRUE_LOW,-0.8888888888888888,0.12727272727272726,9,5.0,2.4444444444444446,2.0,0.0,1.5713484026367723,failed_reversal_count,-0.8888888888888888,-1.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
0.5833333333333333,0.6944444444444444,-0.05,T-60,-0.3888888888888889,TRUE_LOW,-0.3888888888888889,0.45454545454545453,9,0.15000000000000002,3.0839528461809902e-18,0.0,-0.15,0.07071067811865475,fill_acceleration,-0.3888888888888889,-50000000000.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,1.0,2,0.0,-0.05,-0.05,-0.1,2|3,0.05
1.0,0.5555555555555556,0.0,T-60,-0.1111111111111111,TRUE_LOW,-0.1111111111111111,1.0,9,0.2,0.022222222222222223,0.0,0.0,0.0628539361054709,fill_rate,-0.1111111111111111,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
1.0,0.5,0.0,T-60,0.0,TIE,0.0,1.0,9,0.0,0.0,0.0,0.0,0.0,fills,0.0,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
1.0,0.6111111111111112,0.0,T-60,-0.2222222222222222,TRUE_LOW,-0.2222222222222222,1.0,9,1.0,0.2222222222222222,0.0,0.0,0.41573970964154905,fills_10m,-0.2222222222222222,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
1.0,0.5,0.0,T-60,0.0,TIE,0.0,1.0,9,0.0,0.0,0.0,0.0,0.0,fills_1m,0.0,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
0.5,0.6388888888888888,1.0,T-60,0.2777777777777778,TRUE_HIGH,0.2777777777777778,0.8545454545454545,9,3.0,0.4444444444444444,0.0,0.0,0.9558139185602919,fills_20m,0.2777777777777778,1000000000000.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,1.0,2,2.0,1.0,1.0,0.0,2|4,1.0
1.0,0.5555555555555556,0.0,T-60,-0.1111111111111111,TRUE_LOW,-0.1111111111111111,1.0,9,1.0,0.1111111111111111,0.0,0.0,0.31426968052735443,fills_5m,-0.1111111111111111,0.0,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,1.0,1.0,2,0.0,0.0,0.0,0.0,1|2,0.0
0.5,0.6388888888888888,0.16666666666666666,T-60,0.2777777777777778,TRUE_HIGH,0.2777777777777778,0.8545454545454545,9,0.6,0.08888888888888889,0.0,0.0,0.19116278371205836,fills_per_grid_level,0.2777777777777778,166666666666.66666,EXPLORATORY_SMALL_SAMPLE;N_TRUE=2,0.5,1.0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,2|4,0.16666666666666666
