best_window_concentration,cvar_95,fees_paid,funding_paid,gross_grid_pnl,market_group,max_drawdown,max_drawdown_pct,mean_inventory_drag_ratio,mean_window_pnl,median_window_pnl,positive_ratio,profile,profit_factor,runs,scenario,seed,top_3_window_concentration,total_cost,total_pnl,unique_windows,worst_window_pnl
1.0,-1.348465544025043,1.3455008895172123,-0.062377749035000006,0.16159385266541904,KR_STOCK,2.4838082021190653,0.00496761640423813,0.0,-0.5607646439083966,-0.5607646439083966,0.5,N100,0.1682922171899672,2,MAKER_PROMO_OFF,97,1.0,1.3860912283930442,-1.1215292878167933,2,-1.348465544025043
0.6488434668270381,-1.9160055189119238,0.2420323987547818,-0.11976327666903253,1.2108949758011422,KR_STOCK,3.901305029697641,0.007802610059395282,0.0,0.27215646342884825,0.2640228747986168,0.5,N100,1.3990129196430467,4,PRIMARY_ZERO_MAKER,3,1.0,0.3643015208405311,1.088625853715393,4,-1.9160055189119238
0.5892405645965065,-1.916278941586055,0.2420323987547818,-0.11976327666903253,0.9361675809174093,KR_STOCK,3.8931545540653594,0.007786309108130719,0.0,0.20347461470791497,0.3216484457468845,0.5,N100,1.2983776697270464,4,PRIMARY_ZERO_MAKER,10,1.0,0.3643015208405311,0.8138984588316599,4,-1.916278941586055
0.656848032466344,-1.9135213352670475,0.2420323987547818,-0.11976327666903253,0.7118349646962487,KR_STOCK,3.881301690469431,0.007762603380938862,0.0,0.14739146065262484,0.11584078441379925,0.5,N100,1.2055330372845634,4,PRIMARY_ZERO_MAKER,17,1.0,0.3643015208405311,0.5895658426104994,4,-1.9135213352670475
0.6429608403848035,-1.9345990630409586,0.2420323987547818,-0.11976327666903253,0.9738137712654866,KR_STOCK,3.8660366968272784,0.007732073393654557,0.0,0.21288616229493432,0.19937458146784276,0.5,N100,1.2975783577204445,4,PRIMARY_ZERO_MAKER,31,1.0,0.3643015208405311,0.8515446491797373,4,-1.9345990630409586
0.6274499646902422,-1.9345990630409586,0.2420323987547818,-0.11976327666903253,1.0514398025214073,KR_STOCK,3.8731082054610773,0.007746216410922154,0.0,0.2322926701089145,0.2592237581162384,0.5,N100,1.3308196337613507,4,PRIMARY_ZERO_MAKER,59,1.0,0.3643015208405311,0.929170680435658,4,-1.9345990630409586
0.6610679845118574,-1.9373566693599664,0.2420323987547818,-0.11976327666903253,0.9511216002464002,KR_STOCK,3.902285847503203,0.007804571695006406,0.0,0.20721311954016272,0.1383717392722285,0.5,N100,1.2822133198881542,4,PRIMARY_ZERO_MAKER,97,1.0,0.3643015208405311,0.8288524781606509,4,-1.9373566693599664
0.7887261925970438,-6.056960617874919,1.167553248066357,-0.18912087802334016,-4.09439185925289,KR_STOCK,8.719772617616897,0.017439545235233795,0.0,-0.6341030286619883,-0.8391665297111827,0.375,N20,0.665999500622709,8,EXECUTION_STRESS,3,1.0,2.145985618109374,-5.0728242292959065,8,-6.056960617874919
0.6723337591262514,-6.056960617874919,1.167553248066357,-0.15621371850734017,1.125447439688159,KR_STOCK,8.719772617616897,0.017439545235233795,0.0,0.014263488766142876,-0.8363513504820693,0.375,N20,1.0078746389884297,8,EXECUTION_STRESS,10,1.0,2.178892777625374,0.11410791012914301,8,-6.056960617874919
0.7745337233710167,-6.056960617874919,1.167553248066357,-0.18912087802334016,-4.430210865960289,KR_STOCK,8.719772617616897,0.017439545235233795,0.0,-0.6760804045004132,-0.8567806192408151,0.5,N20,0.655087687991187,8,EXECUTION_STRESS,17,0.982571970223528,2.145985618109374,-5.408643236003305,8,-6.056960617874919
