engine_mode,force_exit_cost,force_exit_fees,force_exit_slippage_cost,funding_paid,funding_received,inventory_realized_pnl,maker_fees,net_pnl,paired_grid_pnl,profile,regrid_cost,scenario,seed,seed_cost,stop_exit_cost,stop_exit_slippage_cost,stopped_reason,symbol,taker_fees,window_key
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,3,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,10,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,10,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,17,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,17,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,31,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,31,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,59,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R1_CONTROLLER_FAITHFUL,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,59,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
R0_STATIC_REPAIRED,0.0,0.0,0.0,0.0,0.0,-3.809770088922946,0.0,-3.191562111989529,0.7136441119778782,N20,0.0,PRIMARY_ZERO_MAKER,97,0.0,0.09543613504446147,0.19068158850042252,stop_loss_upper,SNDKUSDT,0.09543613504446147,US_STOCK:2026-05-29T20:00:00+00:00:2026-06-01T08:00:00+00:00
