comparison,scope,seed,metric,w_median,control_median,delta_w_minus_control,ratio_w_to_control,evaluation_status
W_VS_O,SYMBOL:TSLAUSDT,,window_realized_volatility,0.015059484169498125,0.006649358660330997,0.00841012550916713,2.26480250784795,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,hourly_realized_volatility,0.0020306204311686016,0.002513221341901346,-0.00048260091073274456,0.807975166099919,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,directional_efficiency,0.018857088159279733,0.05000557793652653,-0.0311484897772468,0.3770996944224014,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,completed_grid_cycles_per_hour,0.6909090909090909,1.3571428571428572,-0.6662337662337663,0.509090909090909,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,fee_adjusted_cycle_capacity_per_hour,0.00076,0.001492857142857143,-0.000732857142857143,0.509090909090909,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,zero_trade_ratio,0.03333333333333333,0.0,0.03333333333333333,,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,trades_per_hour,1640.5454545454545,3172.2142857142853,-1531.6688311688308,0.5171609818206383,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,base_volume_per_hour,1129.25,2898.9235714285714,-1769.6735714285714,0.3895411424881107,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,quote_volume_per_hour,432924.73233417724,1136773.5427785716,-703848.8104443944,0.380836390048273,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,median_trade_size,176.19,208.7288,-32.53880000000001,0.8441096772462641,NOT_EVALUATED_TECHNICAL_GATE_FAILED
W_VS_O,SYMBOL:TSLAUSDT,,aggtrade_event_count_per_hour,838.3818181818182,1515.2142857142858,-676.8324675324676,0.5533090771953733,NOT_EVALUATED_TECHNICAL_GATE_FAILED
